FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,FLAECHE,OEFF_ZEITEN,SPIELEN_IM_PARK,WASSER_IM_PARK,HUNDE_IM_PARK,TELEFON,WEBLINK1,SE_ANNO_CAD_DATA
PARKINFOOGD.1907170,1907170,POINT (16.35458924335831 48.24367273147504),PA Emil-Reich-Hof,19,3.604 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907171,1907171,POINT (16.33849774761449 48.25484422585374),PA Mannagettasteig,19,1.268 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907172,1907172,POINT (16.33828644737214 48.236566970256476),PA Linnéplatz,19,5.870 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907173,1907173,POINT (16.35073747131577 48.256777079048284),Franz-Mayer-Park,19,4.548 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907174,1907174,POINT (16.349612020545436 48.282182997027704),PA Kuchelau,19,5.883 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907175,1907175,POINT (16.366766539639663 48.25391131441598),Hilde-Spiel-Park,19,4.370 m²,"Ballspielkäfig: Okt-Mär: 7:00-19:00, Apr-Sep: 7:00-22:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907176,1907176,POINT (16.317856953757946 48.24530229520686),PA Kranlweg,19,450 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907177,1907177,POINT (16.35795676845448 48.24725692845849),PA Klabundgasse,19,2.871 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907178,1907178,POINT (16.345271040661352 48.24203274901869),Karl-Fellinger-Park,19,22.220 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907179,1907179,POINT (16.33726350273033 48.243023111318436),PA In der Krim,19,3.614 m²,"Ballspielkäfig: Okt-Mär: 7:00-19:00, Apr-Sep: 7:00-22:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907180,1907180,POINT (16.34610638892563 48.24984835933203),Friedl-Hofbauer-Park,19,5.639 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907181,1907181,POINT (16.33391749481063 48.23970676709979),Hugo-Wolf-Park,19,56.954 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906686,1906686,POINT (16.342515255755 48.21216524669895),GA Bennoplatz,8,1.346 m²,"Ballspielkäfig+Spielplatz: Okt-März:08:00-19:30, Apr-Sep:08:00-20:30",Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906687,1906687,POINT (16.343978712436314 48.21428734157761),GA Albertplatz,8,806 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906688,1906688,POINT (16.3392453654073 48.18872940000685),Franz-Schwarz-Park,6,992 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906689,1906689,POINT (16.368899534074373 48.193708327445236),GA Brahmsplatz,4,1.049 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906690,1906690,POINT (16.50125562022894 48.223549398461564),Hannah-Arendt-Park,22,14.747 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906691,1906691,POINT (16.393627868283623 48.20677098092762),GA Rudolf-von-Alt-Platz,3,571 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906692,1906692,POINT (16.50537693405773 48.226907432401475),Seepark,22,39.425 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906693,1906693,POINT (16.409398401543402 48.196437224386244),GA Ludwig-Koeßler-Platz,3,410 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906694,1906694,POINT (16.498909870607356 48.226599089662635),Yella-Hertzka-Park,22,21.705 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906695,1906695,POINT (16.49215649260766 48.24823613500436),PA Feuerwehrspielplatz,22,9.333 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906696,1906696,POINT (16.36729977754913 48.200667343006714),Esperantopark,1,944 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906697,1906697,POINT (16.380092549601944 48.20741540734837),GA Dr.-Karl-Lueger-Platz,1,1.044 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906698,1906698,POINT (16.383644042658425 48.179424266271155),Helmut-Zilk-Park,10,65.031 m²,Hundezone+Spielplatz:06:00-21:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906699,1906699,POINT (16.357604824315604 48.230135485365416),PA Augasse,9,964 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906700,1906700,POINT (16.35838440144741 48.22323837894392),Liechtensteinpark,9,19.811 m²,06:40-20:45,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906701,1906701,POINT (16.348657030789287 48.217705440691944),PA AKH,9,2.249 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906702,1906702,POINT (16.345687572475153 48.20060033841539),Dorothea-Neff-Park,7,773 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906703,1906703,POINT (16.36115897864245 48.189905672590065),Schütte-Lihotzky-Park,5,3.440 m²,6:15-21:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906704,1906704,POINT (16.355377118873026 48.211879042567695),Florianipark,8,742 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906705,1906705,POINT (16.306534488197656 48.14241927014715),GA Kugelmannplatz,23,628 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906706,1906706,POINT (16.347698926162806 48.14778451682706),PA Dr.-Pirnitzer-Platz,23,1.050 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906707,1906707,POINT (16.44665782832193 48.24327424094646),GA Mergenthalerplatz,22,498 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906708,1906708,POINT (16.495227272958232 48.27782955735999),GA Süßenbrunner Platz,22,1.327 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906709,1906709,POINT (16.39057637346473 48.26784976983781),GA Anton-Anderer-Platz,21,549 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906710,1906710,POINT (16.407466490455555 48.28140723281966),GA Bernreiterplatz,21,1.221 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906711,1906711,POINT (16.33788134031732 48.250609417353544),Anna-Ehm-Park,19,4.734 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906712,1906712,POINT (16.301269808644413 48.1981064468505),GA Lotte-Lenya-Platz,14,706 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906713,1906713,POINT (16.297687969175737 48.194311044605186),Erich-Auer-Park,14,1.457 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906714,1906714,POINT (16.303842993946187 48.1643923580071),GA Marschallplatz,12,1.283 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906715,1906715,POINT (16.33478234072607 48.1846563339034),PA Bruno-Pittermann-Platz,12,5.115 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906716,1906716,POINT (16.39642980889825 48.15313690968264),GA Franz-Jachym-Platz,10,1.231 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906717,1906717,POINT (16.37839880285876 48.17420396229617),GA Reumannplatz,10,1.655 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906685,1906685,POINT (16.246332893837298 48.13781235240087),PA Kalksburg,23,2.253 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906718,1906718,POINT (16.34915105771097 48.15353508470965),GA Otto-Probst-Platz,10,3.161 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906786,1906786,POINT (16.42579816443783 48.201227870190046),Prater - Golfwiese,2,82.121 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906787,1906787,POINT (16.434875046269013 48.19918873840943),Prater - Untere Heustadelwiese,2,25.793 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906788,1906788,POINT (16.435379606925334 48.195537981824316),Prater - Ameiswiese,2,43.449 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906789,1906789,POINT (16.332591886311494 48.20358803162251),Vogelweidpark,15,19.150 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906790,1906790,POINT (16.275298084657475 48.19661106610864),Baumgartner-Casino-Park,14,19.004 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906791,1906791,POINT (16.42997252164272 48.1909144737524),Prater - Fasangarten,2,327.507 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906792,1906792,POINT (16.4398653589449 48.19568478330085),Prater - Grafenwiese,2,171.720 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906793,1906793,POINT (16.436817262642027 48.19297094911523),Prater - Lusthauswiese,2,13.312 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906794,1906794,POINT (16.447179661720934 48.192154243165575),Prater - Groß-Enzersdorfer Wiese,2,436.385 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906795,1906795,POINT (16.436834374319744 48.19108885174391),Prater - Feuerwehrwiese,2,116.633 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906796,1906796,POINT (16.428340119571466 48.1944157361476),Prater - Sulzwiese,2,475.754 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906797,1906797,POINT (16.439031477784848 48.19173274172465),Prater - Rennbahnstraßenwiese,2,5.128 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906798,1906798,POINT (16.45703480589193 48.1846194290403),Prater - Seitenhafenwiese,2,36.349 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906799,1906799,POINT (16.441887964042316 48.15639026472594),PA Feuerhalle Simmering,11,4.149 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906800,1906800,POINT (16.336871450747907 48.18605928281811),PA Kobingergasse,12,532 m²,00:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906801,1906801,POINT (16.35708437396264 48.21086835553369),Arkadenhof Rathaus,1,260 m²,00:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906802,1906802,POINT (16.407404510586606 48.20427059702984),Prater - Jesuitenwiese,2,214.030 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906803,1906803,POINT (16.368615609150037 48.222351689866066),Margit-Czernetz-Promenade,2,6.616 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906804,1906804,POINT (16.460592440989092 48.23130314683276),Anton-Stummer-Park,22,2.688 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906805,1906805,POINT (16.33850324288457 48.20884038862461),GA Lerchenfelder Gürtel,16,51 m²,,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906806,1906806,POINT (16.400684843528094 48.21200167478134),Prater - Zirkuswiese,2,30.337 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906807,1906807,POINT (16.510488731855478 48.22845997546097),Elinor-Ostrom-Park,22,28.155 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906808,1906808,POINT (16.43977026348327 48.20017442649509),Wehlistraße/Ostbahn,2,4.447 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906809,1906809,POINT (16.394431939317954 48.21697313348018),Prater - Kaiserwiese,2,18.514 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906810,1906810,POINT (16.40689417074097 48.21196321549974),Prater - Avenue,2,83.323 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906811,1906811,POINT (16.4011002776834 48.2132805103475),Prater - Meiereiwiese,2,14.016 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906812,1906812,POINT (16.469970126005656 48.154317873345605),PA Flammweg,11,7.179 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906813,1906813,POINT (16.468358191921247 48.15984438390128),Trpinpark,11,3.446 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906814,1906814,POINT (16.259204200594052 48.196586839530944),Franz-Schimon-Park,13,13.363 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906815,1906815,POINT (16.265658530872464 48.187794311546185),PA Erzbischofgasse,13,494 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906816,1906816,POINT (16.309460920663312 48.18733950729166),Coudenhove-Park,13,7.728 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906817,1906817,POINT (16.28764573225308 48.17522019058644),Kinderspielplatz Fasangarten,13,1.984 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906818,1906818,POINT (16.32664919946913 48.15710217224227),PA Lichtensterngasse,12,11.490 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906851,1906851,POINT (16.272296024398113 48.18191350134546),PA Roter Berg,13,133.729 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906852,1906852,POINT (16.282043102422634 48.16808424811526),Oscar-Straus-Park,13,4.710 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906853,1906853,POINT (16.273223349773925 48.17620551284775),Hugo-Pepper-Park,13,5.484 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906854,1906854,POINT (16.264356077152467 48.17753097123732),PA Gemeindeberggasse,13,5.142 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906855,1906855,POINT (16.26844789822596 48.16096637239456),Napoleonwald,13,31.793 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906856,1906856,POINT (16.300687561262286 48.17777038032472),Maxingpark,13,26.071 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906857,1906857,POINT (16.257418242819142 48.19426626889347),Max-Mell-Park,13,1.454 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906858,1906858,POINT (16.291942089804646 48.16351152777455),PA Fred-Liewehr-Gasse,13,2.135 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906859,1906859,POINT (16.260876484238448 48.16553714083262),Lainzerbachwiese,13,20.264 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906860,1906860,POINT (16.39764763413489 48.21346522330926),Prater - Laufbergerwiese,2,34.791 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906861,1906861,POINT (16.27115405345682 48.166253693849576),PA Lainzerbachstraße,13,4.309 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906862,1906862,POINT (16.263587921452817 48.179176587890694),PA Josef-Kraft-Weg,13,6.097 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906863,1906863,POINT (16.28742608954158 48.185143252760454),Hügelpark,13,8.055 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906864,1906864,POINT (16.214857450675805 48.20518056635583),PA Hofjägerstraße,13,2.875 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906865,1906865,POINT (16.2805665961266 48.167366705315736),PA Hochmaisgasse,13,1.736 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906866,1906866,POINT (16.2882026700503 48.17290905812972),PA Himmelbaurgasse,13,5.050 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906867,1906867,POINT (16.265527483552592 48.1667261481086),PA Hermesstraße,13,12.515 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906868,1906868,POINT (16.301866261175686 48.18788243333868),Hans-Moser-Park,13,1.142 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906869,1906869,POINT (16.26064035872536 48.192932350934804),Hackinger-Schloß-Park,13,15.884 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906870,1906870,POINT (16.297237779422996 48.17558785034525),Gustav-Zelibor-Park,13,1.527 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906871,1906871,POINT (16.315625413702126 48.17805012250017),PA Grünbergstraße,13,5.685 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906872,1906872,POINT (16.27417885770571 48.164610025164066),Anna-Freud-Park,13,10.395 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906873,1906873,POINT (16.287795172004888 48.16775486182728),PA Furtwänglerplatz,13,6.186 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906874,1906874,POINT (16.27637836920991 48.17338359215626),Friedrich-Julius-Bieber-Anlage,13,7.906 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906875,1906875,POINT (16.316481572327234 48.18859588590926),Auer-Welsbach-Park,15,110.517 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906876,1906876,POINT (16.23963364472977 48.213654287022166),PA Viktor-Kutschera-Platz,14,6.797 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906877,1906877,POINT (16.227669621309186 48.21681404135433),PA Schöffelplatz,14,3.760 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906878,1906878,POINT (16.31135954061664 48.19597689613857),Reinlpark,14,3.144 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906879,1906879,POINT (16.243340324738384 48.20794479303941),Raimund-Pokorny-Park,14,1.597 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906880,1906880,POINT (16.30732823888677 48.20112544719334),Ordeltpark,14,5.042 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906881,1906881,POINT (16.273053744553927 48.198079607903765),PA Molischgasse,14,1.685 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906882,1906882,POINT (16.303267695494984 48.1958527799125),Matzner-Park,14,29.248 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906883,1906883,POINT (16.305984833423167 48.19808515969765),Ludwig-Zatzka-Park,14,5.422 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906819,1906819,POINT (16.338994737649223 48.17809862860107),Wilhelmsdorfer Park,12,13.891 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906820,1906820,POINT (16.33505792763552 48.17884299869862),PA Vierthalergasse,12,2.844 m²,"Okt-März:06:00-21:00, Apr-Sep:06:00-21:30",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906821,1906821,POINT (16.327736866639896 48.182334035881965),Theresienbadpark,12,5.804 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906822,1906822,POINT (16.31669968799538 48.17858956817601),PA Steinweisweg,12,5.612 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906823,1906823,POINT (16.34028204110608 48.18552956707972),PA Steinhagegasse,12,3.847 m²,"Okt-März:06:00-21:00, Apr-Sep:06:00-21:30",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
